ward i,ward j,Year ending Mar 1996,Year ending Jun 1996,Year ending Sep 1996,Year ending Dec 1996,Year ending Mar 1997,Year ending Jun 1997,Year ending Sep 1997,Year ending Dec 1997,Year ending Mar 1998,Year ending Jun 1998,Year ending Sep 1998,Year ending Dec 1998,Year ending Mar 1999,Year ending Jun 1999,Year ending Sep 1999,Year ending Dec 1999,Year ending Mar 2000,Year ending Jun 2000,Year ending Sep 2000,Year ending Dec 2000,Year ending Mar 2001,Year ending Jun 2001,Year ending Sep 2001,Year ending Dec 2001,Year ending Mar 2002,Year ending Jun 2002,Year ending Sep 2002,Year ending Dec 2002,Year ending Mar 2003,Year ending Jun 2003,Year ending Sep 2003,Year ending Dec 2003,Year ending Mar 2004,Year ending Jun 2004,Year ending Sep 2004,Year ending Dec 2004,Year ending Mar 2005,Year ending Jun 2005,Year ending Sep 2005,Year ending Dec 2005,Year ending Mar 2006,Year ending Jun 2006,Year ending Sep 2006,Year ending Dec 2006,Year ending Mar 2007,Year ending Jun 2007,Year ending Sep 2007,Year ending Dec 2007,Year ending Mar 2008,Year ending Jun 2008,Year ending Sep 2008,Year ending Dec 2008,Year ending Mar 2009,Year ending Jun 2009,Year ending Sep 2009,Year ending Dec 2009,Year ending Mar 2010,Year ending Jun 2010,Year ending Sep 2010,Year ending Dec 2010,Year ending Mar 2011,Year ending Jun 2011,Year ending Sep 2011,Year ending Dec 2011,Year ending Mar 2012,Year ending Jun 2012,Year ending Sep 2012,Year ending Dec 2012,Year ending Mar 2013,Year ending Jun 2013,Year ending Sep 2013,Year ending Dec 2013,Year ending Mar 2014,Year ending Jun 2014,Year ending Sep 2014,Year ending Dec 2014,Year ending Mar 2015,Year ending Jun 2015,Year ending Sep 2015,Year ending Dec 2015,Year ending Mar 2016,Year ending Jun 2016,Year ending Sep 2016,Year ending Dec 2016,Year ending Mar 2017,Year ending Jun 2017,Year ending Sep 2017,Year ending Dec 2017,Year ending Mar 2018,Year ending Jun 2018,Year ending Sep 2018,Year ending Dec 2018,Year ending Mar 2019,Year ending Jun 2019,Year ending Sep 2019,Year ending Dec 2019,Year ending Mar 2020,Year ending Jun 2020,Year ending Sep 2020,Year ending Dec 2020,Year ending Mar 2021,Year ending Jun 2021,Year ending Sep 2021,Year ending Dec 2021,Year ending Mar 2022,Year ending Jun 2022,Year ending Sep 2022,Year ending Dec 2022,Year ending Mar 2023
Ashley,Ashley,,,,,,,,,,,,1.0000000000000002,1.0,1.0,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000004,1.0000000000000002,1.0000000000000009,1.0000000000000002,1.0000000000000004,1.0,1.0000000000000002,1.000000000000001,1.0000000000000002,1.0000000000000002,1.0,1.0000000000000009,1.0,1.0,1.0000000000000004,1.0000000000000002,1.0,0.9999999999999996,1.0000000000000002,1.0,0.9999999999999996,0.9999999999999976,0.999999999999998,0.999999999999995,0.999999999999998,0.9999999999999988,0.9999999999999988,0.9999999999999992,0.9999999999999986,0.9999999999999992,0.9999999999999988,0.999999999999999,0.9999999999999988,0.999999999999999,0.9999999999999992,0.9999999999999994,0.9999999999999992,0.9999999999999992,0.9999999999999992,0.9999999999999986,0.9999999999999986,0.9999999999999984,0.9999999999999984,0.9999999999999984,0.9999999999999992,0.9999999999999992,0.9999999999999988,0.9999999999999988,0.9999999999999984,0.9999999999999988,0.9999999999999992,0.9999999999999992,0.999999999999999,0.9999999999999986,0.999999999999999,0.999999999999999,0.9999999999999988,0.999999999999999,0.999999999999999,0.9999999999999988,0.9999999999999988,0.9999999999999988,0.9999999999999988,0.9999999999999988,0.999999999999999,0.9999999999999988,0.9999999999999978,0.9999999999999976,0.9999999999999978,0.9999999999999984,0.9999999999999984,0.999999999999998,0.9999999999999992,0.9999999999999994,0.9999999999999992,0.9999999999999992,0.9999999999999992,0.9999999999999994,0.9999999999999996,0.9999999999999996,0.9999999999999996,0.9999999999999996,0.9999999999999992,0.9999999999999996,0.9999999999999992,0.9999999999999988,0.9999999999999996,0.9999999999999994,0.9999999999999992,0.9999999999999992,0.9999999999999992,0.9999999999999994
Ashley,Bedminster,,,,,,,,,,,,-0.0309532104785761,-0.2046857264476276,-0.4015451397125025,-0.1169363923113071,0.2409284165967881,0.2436306223984689,0.2307934632103921,0.3366822791671875,0.2795084061030882,0.306041828452972,0.2948841503145411,0.3559006861727062,0.3997164462713951,0.2500173771552844,0.1928754634265926,0.4970309203898688,0.1746049026603649,0.2608185589580133,0.3128874030282912,0.3441397227919927,0.3566961210943258,0.3668827593714985,0.359209694216449,0.3751642463419761,0.3863925219778397,0.5132069207990884,0.5614620785685539,0.2605582689473307,0.5078586980185913,0.0670908755099097,0.2467509538919335,0.347449618897402,0.4927894216158641,0.486074000161851,0.6084612779342566,0.518097502243476,0.4365879050518141,0.4444670636261698,0.5784612568038124,0.7582480162641634,0.7583224299276982,0.7356348447151468,0.8290668615087594,0.8191820738616722,0.7899380931975813,0.8285691221084863,0.4325166564600542,0.4013417362297643,0.323180436703073,0.2985688960834305,0.1864638479478294,0.1062487252606642,0.1030393177928942,0.1140555652956911,-0.5908371999609381,-0.430353725175885,-0.2781912435284755,-0.2590144236896537,0.5311278794952039,0.6338881344051222,0.43757350729302,0.3204236913146736,0.5579436568182844,0.6174094755018608,0.6100195230548958,0.626028704135412,0.5309065445160565,0.5197385604661832,0.5632115150701337,0.5389433112179388,0.6675931157159476,0.5103333461390174,0.5039661697169218,0.4578708943594637,0.6339564777168403,0.4873586398157329,0.4495909694749909,0.4214437538522348,0.2794181466250853,0.2812061516967771,0.2433684731138113,0.2254770432740107,0.009921111555692,-0.0145965662178464,-0.0504558082695304,-0.0305552882961442,-0.13148662035361,-0.1984145836128208,-0.0974952023670402,-0.0305333481090436,0.158898762448879,0.1572413488152884,-0.0377376361612938,0.0899067034810048,0.3218352492717546,0.1445972816457335,0.1443348859736,0.1369172203007183
Ashley,Avonmouth and Lawrence Weston,,,,,,,,,,,,-0.1911723812112373,-0.3923391603323947,-0.4725257606441554,-0.3715269233825983,-0.4764126635319716,-0.6290316196467534,-0.6201954916559362,-0.6804403579828849,-0.6334548159100617,-0.6444869050902483,-0.6547111502931496,-0.609702172181977,-0.4507249301884301,-0.6417608243437839,-0.5177584322151414,-0.297639411784917,-0.2582119031252346,-0.1639049572530866,-0.0522585924733984,-0.1612195235207483,-0.2936718595322047,-0.1465083281872959,-0.1682931657577859,-0.1167687268178735,-0.0837888250059541,0.0494113138930849,0.0144608509749304,-0.1842579309811571,-0.180289212676782,-0.1822927686025192,-0.2052443933959752,-0.158857290454633,-0.049238692235199,0.0056642743044151,0.1633862324184386,0.1769542948117301,0.0754476183229984,0.0159999320094411,0.1332282864187471,0.4729174450309971,0.4837198175624016,0.4550243843552382,0.6204374110598156,0.5319374939449664,0.5018554184428875,0.5386026966242778,0.3193653071102815,0.3353959622842052,0.3370971083755838,0.3620949730774326,0.3286444724960811,0.2483047590373402,0.2229362672693877,0.2436046968867505,-0.1031849165925007,0.0109187707123467,0.0793543383345187,0.0858123962564793,0.3803656881922085,0.3341841897181736,0.3001144851277479,0.218225404937426,0.2642026677204336,0.301289716769012,0.2576535834168006,0.3125142445925548,0.3153993694057942,0.3284889115939448,0.5294641974537512,0.5537255374250943,0.4727599153673422,0.5219682485939797,0.3584616164117382,0.4469715346599743,0.5792250161731863,0.5528288436100688,0.4354728588444876,0.4228305924001116,0.1937519592400687,0.1984415100819709,0.161655742904758,0.14726108045685,-0.1444574330236429,-0.5688393149971447,-0.5187323455988502,-0.3999740576614925,-0.3880754406723354,-0.4462957569212858,0.0351593628080341,0.2576418555088918,0.4556224762607989,0.4083915329657949,0.4479674085760557,0.34927987820748,0.5869977377941005,0.5918165706870119,0.5847451368356261,0.6561459677431797
Ashley,Bishopsworth,,,,,,,,,,,,0.2178589517270148,0.2063730313913981,0.1542577301008421,0.178417766998391,0.3451668324860873,0.5278147496186432,0.532501421199721,0.4932095723715825,0.4685378161721086,0.4269690220205914,0.5861417219813243,0.5472394951932531,0.3733107006389369,0.1799076298447014,0.1946864179028148,0.2378631780301806,-0.008133549551737,-0.067266860927443,-0.1561265529585411,-0.1273055835466094,-0.0791564460005384,-0.0831048886745431,-0.0629731346129873,-0.0658793816207854,0.0932745803052114,0.1948377066189015,0.1178754080013519,0.2899032622507893,0.3534214752786712,-0.3048288892250106,-0.4121513895757032,-0.2498292716499458,-0.3715767039858023,-0.3736308390057938,-0.3595042020880569,-0.4328976028187752,-0.4002398962425384,-0.2057303979347496,0.0249761870372747,0.3670124736938308,0.4042190867353252,0.4087692418302558,0.6792605632226413,0.7025511205004767,0.7265986524917302,0.8461498739001068,0.5727868238750128,0.5248219002046345,0.5101242343605042,0.5278167212207018,0.3183485425606764,0.1803128662798178,0.1692890537078335,0.1644907844932524,-0.265150767333183,-0.1983491845903099,-0.0982392580404361,-0.0996567006620863,0.127342950007515,0.1090375960487505,0.0379062501367202,0.0501583410421089,0.191049695634402,0.270424481649043,0.1733968825783897,0.0178300758710174,0.003308133873467,0.0693753619289657,0.2015698492996186,0.2000090265352976,0.5260278992600177,0.4920722487966099,0.4177343281488426,0.4710535781142347,0.5887852509252326,0.5668883649397909,0.6287694314172954,0.6916335235209361,0.5999116469550184,0.6220601464228755,0.5751336253061807,0.554502880634258,0.6903257075333465,0.6192197047537569,0.5876391664989107,0.584622223137596,0.5133439474513392,0.5476331076375434,0.4743608526421349,0.502349522290147,0.3900487875421191,0.4597164897478435,0.4970344525326189,0.584006137266907,0.4811782428743987,0.3844875627942402,0.4242753454045244,0.4270627069252342
Ashley,Bishopston and Ashley Down,,,,,,,,,,,,-0.3331096098432468,-0.3563599537797791,-0.5214570913425968,-0.0960400649004943,0.0814110319196952,0.1593340245989146,0.1751002897427115,0.2844097025922384,0.2423447217501659,0.3459528816217197,0.4913218940126341,0.4735743268790043,0.4933650873713943,0.4479184970186831,0.411663169957646,0.3685182722824963,0.1424817501551754,0.1765217037561277,0.0797315869197805,0.1809292111554489,0.2549899891480879,0.150627627933488,0.1085992121197109,0.1462574597890727,0.2235684741675604,0.2925643526277415,0.3314272303286743,0.2198917694680139,0.2901367558295882,-0.1282121345623749,0.0385756547276937,0.3333819482011166,0.0420008865621334,-0.0289390905304164,-0.0112457394367203,0.0005621948141338,-0.0270393035033186,0.2235313373816242,0.3699155527009887,0.6349905959200083,0.5216332321582156,0.5213750581682192,0.4278491802327115,0.3565154848095268,0.3468948525419716,0.3369818202589613,0.0946930597282244,0.0760894609846955,0.0623976610236805,0.0776894381202975,0.0627196477954292,-0.0765932935714357,-0.1579074317394068,-0.1537128304791159,-0.3634727689988513,-0.2729799119740973,-0.2186126654014264,-0.2090155823445764,0.2041966616643268,-0.0167016385640913,0.0974177452385756,0.1058467596350248,0.1731470122092139,0.3018288701415244,0.1698419283671912,0.1553866636506128,0.1412974053632898,0.1606757000855458,0.3426361706930486,0.3458015680967786,0.1225507022414743,0.3246741850197497,0.0754555664644641,-0.0615592721007652,-0.0398707433206751,0.0005278912435904,0.0249545191429686,0.2667428717539783,0.5313856688831582,0.529332084487976,0.4786573203078163,0.4730240835512384,0.3264182384879045,0.211582061143087,0.2020574372262721,0.224591126117706,0.2838845019362077,0.3036437318037986,0.4305881422928673,0.4981942537599387,0.4666166875781952,0.4799080500913718,0.4965073923357244,0.4446563106578035,0.6414292789525332,0.6102614002389801,0.625026772633589,0.5612350470471134
Ashley,Brislington East,,,,,,,,,,,,-0.2923315778926929,-0.4492376476001835,-0.3749665600456269,-0.2918034122385159,-0.1272897163684381,0.0359806152755526,0.0412687387516496,0.0421662553574795,0.0423580811296254,-0.0871322288327202,-0.3182497149012395,-0.1846873087617706,0.1729093896272448,0.0018002380720278,0.0083947879355384,0.3785826682522968,0.1068926938588781,0.1489650992204103,0.0219835104944854,0.0628455028757706,0.1618905129890596,0.2548893339867513,0.279895386528976,0.3125829037642151,0.2949579213398449,0.3909691370525316,0.4268154893077551,0.4425983891850548,0.5104175257382245,0.0574954560910796,0.5458562439988135,0.4569729047288038,0.4762456782008897,0.4135261599399144,0.4090369746525897,0.2015843191896327,0.1891994142675548,0.1053793288681369,0.3337411633062095,0.536729835018096,0.5290323163538632,0.5310369146894207,0.5847185153120086,0.5537053956944347,0.5515014711711943,0.5154665822689789,0.3425523621777374,0.2804253860197995,0.3250499889762073,0.359527843515379,0.1929418031380236,0.1493096662978019,0.1544355697938703,0.1692635612898922,-0.299440978685174,-0.2841565193156794,-0.334740173791164,-0.2668749694728561,-0.1836347255535868,-0.0532668162161853,-0.3467368178301388,-0.3660920110745888,-0.0523599159337033,0.046759224981633,-0.0224600623715252,-0.1307313310410024,-0.1278370143772944,-0.0997338890214032,0.103320805704372,0.1177125262748607,0.1956005038481655,0.1654249951432706,0.2484477931590037,0.1734265548094587,0.2252457420060881,0.2498119346472256,0.1892900476369062,0.3651531429382213,0.4204370342440868,0.4596798192009,0.4515871315083631,0.3968133137927649,0.257075418327529,0.0503320264390821,0.0802344699964689,0.08563929455257,0.123143978284005,-0.0020559639978846,0.0101750050339222,0.09271958499114,0.0768697164723456,0.1539119026716479,0.1572885349524372,0.1779934803680941,-0.0205827263785495,-0.004689932559925,0.0152618257935887,0.031666216541115
Ashley,Easton,,,,,,,,,,,,0.4817359110016365,0.3719692677865508,0.3041921107685527,0.521093834514277,0.5894518351937938,0.5618559567602142,0.5566521927980368,0.2733629591321257,0.1834217625701236,0.0313892246209714,-0.1433728459321102,-0.1471251820523954,-0.0498347210007384,-0.1930938386954803,-0.1553748185584542,0.1016447589913622,-0.0442592937132412,0.0554697596143474,-0.0065103194996493,0.0902620592921675,0.1287253120885294,0.3137531841733385,0.3480203308534783,0.3368946185833691,0.3472360292954897,0.428206112806328,0.4531150852684707,0.2399639528998866,0.2921159290046817,0.0116205858604417,0.1409212136865794,0.0757833070090254,0.0381870658564563,0.0601095521119025,0.0363382135616147,-0.0853253975661724,-0.0837166903389718,-0.1483467128675004,0.0848934416117445,0.4894037878034003,0.4887620924226614,0.4753971892567551,0.6378063867500495,0.6438125798653884,0.6519368263991022,0.6503112189441173,0.4671824341607637,0.4184717516194913,0.3489878826593122,0.4104034608268348,0.3897830407259076,0.3264126312286135,0.3503439158803471,0.4037349428710204,-0.2176625908615376,-0.042533019479942,-0.0198077493753323,-0.03520862386883,0.1065523527876869,0.0517344875250469,0.1025583541499817,0.0075620527163677,0.1998450091468664,0.3431355045860808,0.1551547121016206,0.1811884612455877,0.1879404666866679,0.2218229567766939,0.4585739150248081,0.4727320250043944,0.4948845027134002,0.41623833125499,0.1079168661259141,0.063533287714303,0.220288097713876,0.2537185121101373,0.3999170746528694,0.4931699418410001,0.4775957777914395,0.4783595995340498,0.4547825687266578,0.4023213460262643,0.0584724233985746,-0.0669246030783835,-0.075318842690244,-0.0654111136452996,-0.0490386719152366,-0.042123895109311,-0.0025608012021399,0.2145534247825405,0.2913798502755529,0.2832886902859973,0.1237245824105712,-0.0479996716656426,0.2489617019865017,0.2784410282267874,0.2852053772898709,0.2286829936086246
Ashley,Clifton,,,,,,,,,,,,-0.4511930548024059,-0.4296514242715477,-0.5188674202433377,-0.0585423056686548,0.1969470350515163,0.2926153328316922,0.2790083024852314,0.4789133466683325,0.4670818263878802,0.3934657832167551,0.5067773331114547,0.6164856284775453,0.6941402723137932,0.6477888459103928,0.603300476789176,0.2805935421973974,0.2844177099140006,0.1863562665239963,0.0294043788764168,0.0500540646727303,0.1345536608160092,0.3151552869597516,0.3277254217301974,0.2555115042223071,0.2814390449386112,0.0733732583234417,0.0992368960135721,0.0174477358096612,0.0105638396777207,-0.205332553388627,0.0880936193306925,-0.0087864601812097,-0.0325274030277541,0.0056224876440388,0.0045644323162064,-0.1178404758636839,-0.1120653385043769,-0.1240290196406801,-0.0897750453332029,0.0822119293628666,0.1935226308637467,0.207031040114091,0.1676735014245456,0.1759594572544549,0.1657667840087232,-0.0199653777383299,-0.214776575096884,-0.3341497465643946,-0.0890200777861674,0.0113057085187693,-0.1702312035016642,-0.1838423094425785,-0.2113761534314911,-0.2079549068461443,-0.3119649610841524,-0.3401618692468041,-0.2621145912095259,-0.2836796614548698,-0.2158026671238182,-0.1940242883489485,-0.1063715235209983,0.0289908348953741,0.310635962614364,0.4463048762740623,0.3566740222131858,0.4490962861188859,0.4564308044588932,0.5446212319061678,0.5257756022646112,0.497824991293935,0.4981891422229114,0.5977357507205356,0.4485130369043168,0.1902685785709737,0.2952966695769695,0.2776437549844525,0.2102332811327785,0.2599185646677049,0.5510132927020298,0.5906082738631687,0.6015395507723592,0.4795404773767641,0.4000840823816209,0.3255169768776636,0.342618420111032,0.457389952098038,0.4666634521977215,0.4658377830059945,0.5669412864073065,0.5287517817751334,0.4632076248086654,0.4985897978492836,0.4457782332171093,0.3815000231879679,0.4443141861832073,0.4507199838402405,0.4248542434239397,0.4210552617812932
Ashley,Frome Vale,,,,,,,,,,,,0.5827494203661897,0.6057410509116775,0.5902194660971268,0.5124678876712817,0.5506486991173002,0.3786929517188874,0.403987093356159,0.4049624913944195,0.3684681034289039,0.4453377337563877,0.3872270856745189,0.3515896902960034,0.3709595442918537,0.1378961734177353,0.1732907020814771,0.6976160357731142,0.6680058007711462,0.7759400543860319,0.7564245509642189,0.7645640301129999,0.7223582747552726,0.7108248683762497,0.6921931585307065,0.7137260516154784,0.8325028655343162,0.841459642858073,0.9043667774645942,0.409206087969076,0.3681547089351247,0.2832388935174739,0.1100150099584276,-0.0082802245401636,0.0572697689185557,0.0909139455196099,0.2070594465080375,0.0558859508750395,0.0094698654486705,0.1410698388574512,0.2580778321114211,0.5888314460356763,0.5976702499665741,0.6048060623321566,0.7379906752338533,0.7411272041244242,0.7125593524617658,0.7039823510321078,0.6235883276700279,0.5809154848328442,0.5868256784954442,0.5062964576771054,0.4569171312063435,0.3626481450488805,0.3627774441544456,0.3742106833976199,0.0146151145689047,-0.0316730547161943,0.1296768267395478,0.1713004566184528,0.2286184501230801,0.1859280226579551,0.148902026878456,-0.0172620138717579,0.026830439070967,0.0807061744156172,0.0129850657950341,0.0141471377726016,0.0078253691011383,0.0998755139964297,0.0977898187186544,0.1345211765828592,0.0157308927473149,-0.1878616715099582,-0.4813556523040982,-0.2568378857361801,-0.3185211545312393,-0.3648494016231287,-0.3830015828506053,-0.1107286696405838,0.1968457490948358,0.2013845561104235,0.1763668589224852,0.1466373670172135,-0.0592264199909675,0.0456304170961562,0.0166143329188047,0.0132746155377386,0.0678551760730115,0.0205102090336314,-0.2105903126116792,0.1537590059749289,0.024715613768316,0.0599290707741693,0.1258873006251212,0.1952030893672259,0.3508034895670078,0.3777879916525925,0.3837167647032173,0.3006009321603327
Ashley,Filwood,,,,,,,,,,,,-0.7467684235035588,-0.6596900066347765,-0.5365330450164837,-0.3322111655371286,-0.1650018898248192,-0.0865626744598652,-0.1129090691626496,0.0912153176932005,0.205142640227922,0.2400382088053143,0.1695387619469749,0.2530681682232035,0.4503138200853474,0.2683836765543063,0.5340694834837646,0.7215406383460212,0.5861698146411705,0.6366518255517126,0.6314476776808501,0.5845115454065619,0.5705116800429151,0.5785835845305862,0.6161578463845776,0.6857137741782312,0.6815252176007279,0.6987148114562196,0.716495715725857,0.3789579692306947,0.3759767729632511,-0.0214439259335668,0.0030823059986393,0.1380953611936327,0.1915575890962425,0.037380084318277,0.001776653277934,-0.1275968545953711,-0.0976332113522964,0.0910802370691633,0.2547543047036508,0.5802570572654772,0.5329680619861178,0.4528402304874431,0.4685268043708652,0.2134580253471039,0.2099886004117655,0.0954930129908827,0.0077774270271243,-0.0948360489171888,-0.0154057027919261,0.0219945544341937,0.0962375225893466,0.0904976233449805,0.0905910865469562,0.126243464650662,0.0869584664221375,0.2588628908481634,0.2054126061676338,0.255975589120623,-0.0879565505375724,0.026134691691237,-0.3592056761291154,-0.3332878907498814,-0.2596782239331909,-0.0644541371776866,-0.1746506892075131,-0.2415300779876413,-0.2483324615588179,-0.2165708421937959,-0.1710260751359529,-0.1414773077490597,0.1140064019840292,-0.0421046142091413,0.3986035179470766,0.1622243761457768,0.167739930693206,0.1062182582216216,0.2222235028188315,0.0354388577919035,-0.0465804437262619,0.00258272217375,0.0265804942258242,0.0122514976613684,-0.5239671452889559,-0.5445558372498406,-0.4339590984829845,-0.4350940406388621,-0.4113653095702212,-0.430309934272446,-0.1393940172495394,-0.0875354543598663,0.0568612952945228,0.0505397390203581,0.2076001463948351,0.1546777805733157,0.4924708277111278,0.4764627231989078,0.4868400736377709,0.4930438873135349
